Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,RSI_14,SMA_20,Price_SMA_Ratio,MACD_Line,MACD_Signal,MACD_Hist,Volatility_20,Sentiment_Avg,Positive_Ratio,Negative_Ratio,Article_Count,earnings_flag,product_launch_flag,ceo_change_flag,merger_flag,dividend_flag,Next_Close,Price_Change_Pct,Label
2026-04-13 00:00:00-04:00,259.49093671136296,259.9405042051452,256.4237552437805,258.9614,36234700,0.0,0.0,AAPL,61.4972,253.5054,1.0215,-0.2603,-1.7755,1.5152,19.681,0.0,0.0,0.0,0,0,0,0,0,0,258.59173583984375,-0.1428,0
2026-04-14 00:00:00-04:00,259.01136264890187,261.68888841493145,256.9532612999924,258.5917,48370700,0.0,0.0,AAPL,60.6518,253.8057,1.0189,-0.0777,-1.436,1.3583,19.4213,0.0,0.0,0.0,0,0,0,0,0,0,266.18475341796875,2.9363,1
2026-04-15 00:00:00-04:00,257.92237663273806,266.3146386359468,257.57269269729437,266.1848,49913500,0.0,0.0,AAPL,67.1043,254.4151,1.0463,0.672,-1.0144,1.6864,21.8129,0.0,0.0,0.0,0,0,0,0,0,0,263.15753173828125,-1.1373,0
2026-04-16 00:00:00-04:00,266.55439590858066,266.91408037974617,261.0294875448873,263.1575,43323100,0.0,0.0,AAPL,62.1841,255.0875,1.0316,1.0102,-0.6095,1.6197,21.247,0.0,0.0,0.0,0,0,0,0,0,0,269.98126220703125,2.593,1
2026-04-17 00:00:00-04:00,266.7142527536172,272.0493335842862,266.47448343207725,269.9813,61436200,0.0,0.0,AAPL,73.3595,256.15,1.054,1.808,-0.126,1.934,22.6097,0.0,0.0,0.0,0,0,0,0,0,0,272.79864501953125,1.0435,1
2026-04-20 00:00:00-04:00,270.08114756253855,274.0275237795767,270.04120633500696,272.7986,36590200,0.0,0.0,AAPL,78.3964,257.4018,1.0598,2.6373,0.4267,2.2106,22.5009,0.0,0.0,0.0,0,0,0,0,0,0,265.9250183105469,-2.5197,0
2026-04-21 00:00:00-04:00,271.250098918132,272.5488901425708,265.1557075406741,265.925,50209800,0.0,0.0,AAPL,63.3867,258.1352,1.0302,2.7085,0.8831,1.8255,24.5993,0.0,0.0,0.0,0,0,0,0,0,0,272.9185791015625,2.6299,1
2026-04-22 00:00:00-04:00,267.5734973129919,273.48803128351057,266.62435952726383,272.9186,43249200,0.0,0.0,AAPL,67.0623,259.2107,1.0529,3.2914,1.3647,1.9267,25.9286,0.0,0.0,0.0,0,0,0,0,0,0,273.1783142089844,0.0952,1
2026-04-23 00:00:00-04:00,274.79681820267325,275.5161566987003,271.39995382845746,273.1783,33399600,0.0,0.0,AAPL,67.0431,260.2502,1.0497,3.7313,1.838,1.8933,25.9548,0.0,0.0,0.0,0,0,0,0,0,0,270.81048583984375,-0.8668,0
2026-04-24 00:00:00-04:00,272.50893317942314,272.80864483253174,269.4017800912603,270.8105,38157100,0.0,0.0,AAPL,62.0079,261.1579,1.037,3.8445,2.2393,1.6052,26.3326,0.0,0.0,0.0,0,0,0,0,0,0,267.3636474609375,-1.2728,0
